ID,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
45797021,14426,761,TOYOTA,Prius,2010,Hatchback,No,Hybrid,1.8,162424 km,4,Automatic,Front,04-May,Left wheel,White,0
45430423,941,1750,TOYOTA,Highlander,2008,Sedan,Yes,Hybrid,3.3,226094 km,6,Automatic,4x4,04-May,Left wheel,White,12
45794575,21953,-,LAND ROVER,Land Rover Sport,2006,Jeep,Yes,Diesel,2.7,0 km,6,Automatic,4x4,04-May,Left wheel,Black,12
45290874,48610,1273,TOYOTA,Sienna,2015,Minivan,Yes,Petrol,3.5,93000 km,6,Tiptronic,Front,04-May,Left wheel,Black,12
45647069,23991,765,HYUNDAI,Tucson,2015,Jeep,Yes,Diesel,2,40602 km,4,Automatic,Front,04-May,Left wheel,Grey,4
45782062,39201,518,TOYOTA,RAV 4,2016,Jeep,Yes,Hybrid,2.5,115000 km,4,Tiptronic,4x4,04-May,Left wheel,Black,12
45690158,9879,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,38600 km,4,Automatic,Front,04-May,Left wheel,Silver,4
45797509,67113,1946,TOYOTA,4Runner,2017,Jeep,Yes,Petrol,4,91813 km,8,Automatic,4x4,04-May,Left wheel,Black,10
45744701,18817,-,SUZUKI,Grand Vitara,2008,Jeep,Yes,Petrol,2.7,145000 km,6,Automatic,4x4,04-May,Left wheel,Grey,8
45802698,44790,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,123206 km,4,Automatic,Front,04-May,Left wheel,White,4
45654431,28921,751,JEEP,Compass,2013,Jeep,Yes,Petrol,2.4,135000 km,4,Automatic,Front,04-May,Left wheel,White,4
45433733,32302,639,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2,42367 km,4,Automatic,Front,04-May,Left wheel,Red,4
45730083,314,2410,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Petrol,6.2,274771 km,8,Automatic,Rear,04-May,Left wheel,White,12
45793058,862,530,MINI,Cooper S Cabrio,2013,Hatchback,Yes,Petrol,1.6,0 km,4,Automatic,Front,04-May,Left wheel,Black,12
45814848,9565,397,LEXUS,CT 200h,2016,Hatchback,Yes,Hybrid,1.8,71904 km,4,Automatic,Front,04-May,Left wheel,White,0
45769021,89103,1011,FORD,Explorer,2016,Jeep,Yes,Petrol,2.3,63992 km,4,Automatic,Front,04-May,Left wheel,White,4
41705081,37611,1091,CHEVROLET,Impala,2016,Sedan,Yes,Petrol,2.5,136469 km,4,Automatic,Front,04-May,Left wheel,Silver,4
45803397,6743,1277,HYUNDAI,Sonata,2018,Sedan,Yes,Petrol,2.4,57555 km,4,Automatic,Front,04-May,Left wheel,White,12
45793329,18817,609,TOYOTA,Camry,2018,Sedan,Yes,Hybrid,2.5,35058 km,4,Automatic,Front,04-May,Left wheel,White,12
45733155,1333,585,LEXUS,CT 200h,2013,Sedan,Yes,Hybrid,1.8,0 km,4,Automatic,Front,04-May,Left wheel,Red,0
45552232,10349,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,571919 km,4,Automatic,Front,04-May,Left wheel,White,4
45807976,61781,1076,HYUNDAI,Sonata,2020,Sedan,Yes,Petrol,2,98 km,4,Automatic,Front,04-May,Left wheel,White,4
45813218,37633,-,MERCEDES-BENZ,Sprinter,2010,Microbus,No,Petrol,2.7,190000 km,4,Manual,Rear,02-Mar,Left wheel,White,2
45624964,39201,1079,MITSUBISHI,Outlander,2018,Jeep,No,Petrol,2,13000 km,4,Tiptronic,4x4,04-May,Left wheel,Red,12
45631252,39829,-,LAND ROVER,Discovery IV,2010,Jeep,Yes,Diesel,2.7,210000 km,6,Tiptronic,4x4,04-May,Left wheel,Black,0
45448318,15681,831,KIA,Optima,2011,Sedan,No,Hybrid,2.4,171200 km,4,Automatic,Front,04-May,Left wheel,Black,8
45810826,52959,1091,CHEVROLET,Impala,2016,Sedan,Yes,Petrol,2.5,80245 km,4,Automatic,Front,04-May,Left wheel,Black,4
45437321,13015,730,HYUNDAI,Accent SE,2016,Hatchback,No,Petrol,1.6,74509 km,4,Automatic,Front,04-May,Left wheel,Blue,6
45648502,53314,-,TOYOTA,Land Cruiser Prado,2010,Jeep,Yes,Petrol,2.7,128000 km,4,Tiptronic,4x4,04-May,Left wheel,Black,8
45813798,9722,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,377149 km,4,Automatic,Front,04-May,Left wheel,Orange,4
45660813,30734,1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,200179 km,6,Automatic,4x4,04-May,Left wheel,Black,12
45804355,9565,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,38000 km,4,Automatic,Front,04-May,Left wheel,Orange,4
45796421,16160,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,68976 km,4,Automatic,Front,04-May,Left wheel,White,4
45801966,10976,-,MERCEDES-BENZ,E 270,2001,Sedan,No,Diesel,2.7,305000 km,5,Tiptronic,Rear,04-May,Left wheel,Silver,12
41911644,36899,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,86227 km,4,Automatic,Front,04-May,Left wheel,Silver,4
45773229,1646,1750,TOYOTA,Highlander,2008,Jeep,Yes,Hybrid,3.3,269162 km,6,Automatic,4x4,04-May,Left wheel,Silver,12
45649801,84675,-,TOYOTA,Fortuner,2017,Jeep,Yes,Petrol,2.7,17000 km,4,Automatic,Rear,>5,Left wheel,Black,6
45715705,5018,645,TOYOTA,Prius,2011,Hatchback,Yes,Hybrid,1.8,489584 km,4,Automatic,Front,04-May,Left wheel,Grey,12
45814022,29009,891,HYUNDAI,Tucson SE,2016,Jeep,No,Petrol,2,52019 km,4,Automatic,4x4,04-May,Left wheel,White,10
45725387,157,749,HYUNDAI,Sonata,2014,Sedan,Yes,Petrol,2.4,144123 km,4,Automatic,Front,04-May,Left wheel,Silver,12
45789412,7053,502,TOYOTA,Aqua,2013,Hatchback,Yes,Hybrid,1.5,152517 km,4,Automatic,Front,04-May,Left wheel,Black,4
45808822,13700,-,SUZUKI,Grand Vitara,2006,Jeep,No,Petrol,2.7,299200 km,6,Automatic,4x4,04-May,Left wheel,Silver,2
45804923,8624,-,NISSAN,Terrano,1998,Jeep,No,Diesel,2.7,165000 km,4,Manual,4x4,04-May,Right-hand drive,Red,1
45809909,53185,784,HONDA,Civic,2017,Sedan,Yes,Petrol,1.5,38037 km,4,Automatic,Front,04-May,Left wheel,White,4
45771713,10349,-,TOYOTA,Land Cruiser Prado,1997,Jeep,No,LPG,2.7,218000 km,4,Automatic,4x4,02-Mar,Right-hand drive,Blue,2
45804774,470,586,TOYOTA,Prius,2012,Hatchback,Yes,Hybrid,1.8,373634 km,4,Automatic,Front,04-May,Left wheel,White,12
45732669,706,574,HONDA,Insight,2010,Hatchback,Yes,Hybrid,1.3,189571 km,4,Automatic,Front,04-May,Left wheel,Silver,0
45065470,11133,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,179381 km,4,Automatic,Front,04-May,Left wheel,Black,12
45809060,282,753,HYUNDAI,Sonata,2012,Sedan,Yes,Hybrid,2.4,277614 km,4,Automatic,Front,04-May,Left wheel,White,0
45770536,110,765,MERCEDES-BENZ,C 300,2015,Sedan,Yes,Petrol,2,64003 km,4,Automatic,Rear,04-May,Left wheel,Silver,12
45803602,10349,-,MITSUBISHI,Pajero,1997,Jeep,No,LPG,2.7,219000 km,4,Automatic,4x4,02-Mar,Right-hand drive,Blue,2
45695477,20385,583,MINI,Countryman sport,2011,Hatchback,Yes,Petrol,1.6 Turbo,141000 km,4,Tiptronic,4x4,04-May,Left wheel,Red,10
45792899,14834,707,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,2,40973 km,4,Automatic,Front,04-May,Left wheel,White,4
45773736,6899,-,SUZUKI,XL7,2001,Jeep,No,CNG,2.7,170000 km,6,Automatic,4x4,04-May,Left wheel,Golden,8
45733698,16935,1141,TOYOTA,Camry,2009,Sedan,No,Petrol,2.4,125000 km,4,Automatic,4x4,04-May,Left wheel,Golden,4
45216220,10976,-,MERCEDES-BENZ,E 270,2002,Sedan,No,Diesel,2.7,222222 km,6,Automatic,Rear,04-May,Left wheel,Silver,0
25368573,10976,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,571321 km,4,Automatic,Front,04-May,Left wheel,White,4
45787015,13485,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,72369 km,4,Automatic,Front,04-May,Left wheel,Silver,4
45809450,18503,531,NISSAN,Juke,2012,Jeep,No,Petrol,1.6 Turbo,76053 km,4,Tiptronic,Front,04-May,Left wheel,Silver,8
45762630,1803,765,CHEVROLET,1500,2015,Sedan,Yes,Petrol,2,55040 km,4,Automatic,Front,04-May,Left wheel,Silver,12
45652597,17249,1058,LEXUS,RX 350,2012,Jeep,Yes,Petrol,3.5,0 km,6,Automatic,Front,04-May,Left wheel,Black,12
45730723,10349,-,TOYOTA,4Runner,1999,Jeep,No,Petrol,2.7,245000 km,4,Automatic,4x4,04-May,Right-hand drive,Silver,4
45809062,20385,642,HYUNDAI,Sonata,2012,Sedan,Yes,Petrol,2.0 Turbo,82000 km,4,Tiptronic,Front,04-May,Left wheel,Silver,9
45732576,20237,836,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2,130001 km,4,Automatic,Front,04-May,Left wheel,Grey,4
45768194,13495,707,HYUNDAI,Sonata,2011,Sedan,Yes,Petrol,2,91678 km,4,Automatic,Front,04-May,Left wheel,Grey,4
45727337,18817,609,TOYOTA,Camry,2018,Sedan,Yes,Hybrid,2.5,35058 km,4,Automatic,Front,04-May,Left wheel,White,12
45756719,5331,-,VOLKSWAGEN,Passat,2002,Sedan,Yes,Petrol,2.8,175000 km,6,Manual,Front,04-May,Left wheel,Grey,6
45772786,706,574,HONDA,Insight,2010,Hatchback,Yes,Hybrid,1.3,189571 km,4,Automatic,Front,04-May,Left wheel,Silver,0
45637800,26971,836,HYUNDAI,Genesis,2010,Coupe,Yes,Petrol,2,140013 km,4,Automatic,Front,04-May,Left wheel,Red,4
45715218,9095,-,BMW,328,2002,Sedan,No,Petrol,2.8,55556665 km,6,Manual,Rear,04-May,Left wheel,Silver,6
45776906,5331,-,MERCEDES-BENZ,C 280,1997,Sedan,Yes,Petrol,2.8,100000 km,6,Automatic,Rear,04-May,Left wheel,Black,10
45761908,1411,640,SUZUKI,SX4,2013,Sedan,Yes,Petrol,2,193504 km,4,Automatic,Front,04-May,Left wheel,Red,0
45771899,12544,1750,TOYOTA,Highlander,2008,Jeep,Yes,Hybrid,3.3,334414 km,6,Automatic,4x4,04-May,Left wheel,White,12
45816451,15681,584,HYUNDAI,Elantra,2014,Sedan,No,Petrol,1.8,73688 km,4,Automatic,Front,04-May,Left wheel,Silver,0
45760465,56450,2959,TOYOTA,Land Cruiser,2008,Jeep,Yes,Petrol,5.7,176400 km,8,Automatic,4x4,04-May,Left wheel,Grey,12
45816321,12544,584,CHEVROLET,Cruze,2014,Sedan,No,Petrol,1.8,87685 km,4,Automatic,Front,04-May,Left wheel,Blue,0
45810823,314,1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,149486 km,6,Automatic,4x4,04-May,Left wheel,Silver,12
45612973,7840,-,MERCEDES-BENZ,Vito,1999,Minivan,Yes,CNG,2.8,280000 km,6,Automatic,Rear,04-May,Right-hand drive,Grey,4
45648537,19657,836,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2,188000 km,4,Automatic,Front,04-May,Left wheel,Grey,4
45787271,13172,697,HYUNDAI,Elantra,2015,Sedan,No,Petrol,1.8,147200 km,4,Automatic,Front,04-May,Left wheel,White,8
45731827,282,917,BMW,X5,2013,Jeep,Yes,Petrol,3,176973 km,6,Automatic,4x4,04-May,Left wheel,Black,12
45451248,16151,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,227033 km,4,Automatic,Front,04-May,Left wheel,White,4
45767657,9408,585,HYUNDAI,Elantra,2013,Jeep,Yes,Petrol,1.8,207606 km,4,Automatic,Front,04-May,Left wheel,Grey,12
45806835,13172,1834,MERCEDES-BENZ,Vito,2004,Minivan,No,Diesel,2.2,179375 km,4,Manual,Rear,02-Mar,Left wheel,Blue,0
45751808,18503,473,FIAT,500L,2014,Hatchback,No,Petrol,1.4 Turbo,57500 km,4,Automatic,Front,04-May,Left wheel,Red,6
45770065,188,831,HYUNDAI,Sonata,2011,Sedan,Yes,Hybrid,2.4,108826 km,4,Automatic,Front,04-May,Left wheel,Black,0
44815850,3136,-,AUDI,A6,1998,Sedan,Yes,Petrol,2.8,299689 km,6,Tiptronic,Front,04-May,Left wheel,Silver,6
45767213,30251,765,CHEVROLET,Captiva,2015,Jeep,Yes,Diesel,2,123097 km,4,Automatic,Front,04-May,Left wheel,Grey,4
45781407,13485,-,BMW,130,2009,Coupe,Yes,Petrol,2.8,163000 km,6,Automatic,Rear,02-Mar,Left wheel,Black,6
45804466,3000,-,BMW,528,1993,Sedan,Yes,Petrol,2.8,111000 km,6,Manual,Rear,04-May,Left wheel,White,1
45782086,7527,-,BMW,328,1998,Sedan,No,Petrol,2.8,123000 km,6,Manual,Rear,04-May,Left wheel,Blue,6
45803198,7213,-,BMW,328,1999,Sedan,Yes,Petrol,2.8,9401 km,6,Tiptronic,Rear,04-May,Left wheel,Silver,8
45794150,23239,707,SSANGYONG,REXTON,2011,Jeep,Yes,Diesel,2,101708 km,4,Automatic,Front,04-May,Left wheel,White,4
45417465,18029,836,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2,195953 km,4,Automatic,Front,04-May,Left wheel,White,4
45785819,13172,1024,HYUNDAI,H1,2010,Minivan,Yes,Diesel,2.5,115078 km,4,Automatic,Front,04-May,Left wheel,Silver,4
45813867,29254,751,JEEP,Compass,2013,Jeep,Yes,Petrol,2.4,76000 km,4,Automatic,Front,04-May,Left wheel,Black,4
45815236,11099,836,HYUNDAI,Genesis,2010,Coupe,Yes,Petrol,2,111849 km,4,Automatic,Front,04-May,Left wheel,White,4
45813156,470,1017,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2,35874 km,4,Automatic,4x4,04-May,Left wheel,Black,12
45805557,1333,1083,DODGE,Avenger,2013,Sedan,Yes,Petrol,3.6,204934 km,6,Automatic,Front,04-May,Left wheel,Grey,12
45787376,9408,965,CHEVROLET,Captiva,2009,Jeep,Yes,Diesel,2,63648 km,4,Automatic,Front,04-May,Left wheel,Black,4
45765965,11604,-,MERCEDES-BENZ,E 280,1994,Sedan,No,Petrol,2.8,248000 km,6,Manual,Rear,04-May,Left wheel,Grey,2
45647889,5018,-,AUDI,A4,2001,Sedan,Yes,CNG,2.8,25000 km,6,Tiptronic,Front,04-May,Left wheel,Silver,8
45524856,7000,-,BMW,528,1998,Sedan,Yes,Petrol,2.8,124000 km,6,Manual,Rear,04-May,Left wheel,Black,0
45799879,7840,-,MERCEDES-BENZ,E 280,1998,Sedan,Yes,CNG,2.8,3200 km,6,Automatic,4x4,04-May,Left wheel,Black,6
45798320,17249,-,BMW,528,1992,Sedan,Yes,Petrol,2.8,1000 km,6,Manual,Rear,04-May,Left wheel,Black,2
45777704,2500,-,AUDI,A6,1995,Sedan,Yes,CNG,2.8,0 km,6,Automatic,Front,04-May,Left wheel,Grey,4
45759934,24000,2265,HONDA,Fred,2019,Minivan,Yes,Hybrid,1.5,1544 km,4,Automatic,Front,04-May,Right-hand drive,Red,2
45648545,1254,1202,DODGE,Journey,2017,Jeep,Yes,Petrol,2.4,74499 km,4,Automatic,Front,04-May,Left wheel,Black,12
45763912,8311,-,BMW,328,2000,Coupe,No,Petrol,2.8,230000 km,6,Manual,Rear,02-Mar,Left wheel,Blue,2
45756234,38251,640,SSANGYONG,REXTON,2013,Jeep,Yes,Diesel,2,97000 km,4,Automatic,Front,04-May,Left wheel,Silver,4
44716364,16148,836,SSANGYONG,Actyon,2010,Jeep,Yes,Diesel,2,163372 km,4,Automatic,Front,04-May,Left wheel,White,4
45807417,7213,-,BMW,528,1998,Sedan,No,Petrol,2.8,290000 km,6,Manual,Rear,04-May,Left wheel,Green,4
45804979,44228,800,FORD,Mustang,2011,Coupe,Yes,Petrol,2.3,99971 km,4,Automatic,Front,04-May,Left wheel,Red,4
45805297,25274,503,TOYOTA,Aqua,2012,Hatchback,Yes,Hybrid,1.5,88836 km,4,Automatic,Front,04-May,Left wheel,White,4
45803471,7840,-,BMW,528,1997,Sedan,Yes,Petrol,2.8,455855 km,6,Manual,Rear,04-May,Left wheel,Black,6
45598636,7840,-,GAZ,322173,1996,Jeep,Yes,Petrol,2.8,215852 km,8,Manual,Rear,02-Mar,Left wheel,Yellow,15
45730421,6272,-,BMW,528,1999,Sedan,No,Petrol,2.8,26000 km,6,Manual,Rear,04-May,Left wheel,Black,6
45781498,6272,-,MERCEDES-BENZ,280,1997,Sedan,No,CNG,2.8,30000 km,6,Automatic,Rear,04-May,Left wheel,Blue,4
45797326,14583,834,TOYOTA,Tacoma,2013,Jeep,Yes,Petrol,2.7,265558 km,4,Automatic,Rear,04-May,Left wheel,White,12
45794470,16308,308,TOYOTA,Prius,2014,Hatchback,No,Hybrid,1.8,88447 km,4,Automatic,Front,04-May,Left wheel,Silver,12
45806361,7000,1031,NISSAN,Note,2013,Hatchback,No,Petrol,1.2,36000 km,3,Variator,Front,04-May,Right-hand drive,Black,2
44657994,42334,-,AUDI,A6 QUATTRO,2011,Sedan,Yes,Petrol,2.8,79000 km,6,Tiptronic,4x4,04-May,Left wheel,Black,8
45810027,6586,-,VOLKSWAGEN,Passat,2002,Sedan,Yes,Petrol,2.8,256000 km,6,Tiptronic,Front,04-May,Left wheel,Grey,12
45806434,3800,-,AUDI,A6,1998,Sedan,Yes,Petrol,2.8,416000 km,6,Tiptronic,4x4,04-May,Left wheel,Golden,0
45732962,4547,475,CHEVROLET,Volt,2012,Hatchback,Yes,Hybrid,1.4,162190 km,4,Automatic,Front,04-May,Left wheel,Blue,0
45777033,282,640,FORD,Fusion,2013,Sedan,Yes,Hybrid,2,174619 km,4,Automatic,Front,04-May,Left wheel,Grey,0
45802598,10036,843,TOYOTA,Prius,2008,Sedan,No,Hybrid,1.5,180000 km,4,Automatic,Front,04-May,Left wheel,Black,0
45740440,12231,650,CHEVROLET,Cruze RS,2016,Sedan,No,Petrol,1.4 Turbo,9000 km,4,Tiptronic,Front,04-May,Left wheel,Carnelian red,12
45801445,27689,749,JEEP,Compass,2014,Jeep,Yes,Petrol,2.4,140555 km,4,Automatic,Front,04-May,Left wheel,Grey,4
45810617,16621,-,BMW,328,2010,Sedan,Yes,Petrol,2.8,160000 km,6,Tiptronic,4x4,04-May,Left wheel,White,8
45789854,15681,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,267311 km,4,Automatic,Front,04-May,Left wheel,Silver,4
40489113,627,1275,JEEP,Cherokee,2019,Sedan,Yes,Petrol,2.4,24805 km,4,Automatic,Front,04-May,Left wheel,Silver,12
45774693,45210,1399,LEXUS,RX 350,2010,Jeep,Yes,Petrol,3.5,74592 km,4,Automatic,Front,04-May,Left wheel,Black,4
45808874,3500,-,AUDI,A6,1998,Sedan,No,Petrol,2.8,150000 km,4,Tiptronic,Front,04-May,Right-hand drive,Silver,6
45781770,627,645,HYUNDAI,Elantra,2011,Jeep,Yes,Petrol,1.8,172502 km,4,Automatic,Front,04-May,Left wheel,Black,12
45770347,30734,2151,LEXUS,GX 470,2009,Jeep,Yes,Petrol,4.7,264339 km,8,Automatic,4x4,04-May,Left wheel,Black,0
45781988,1490,1360,LEXUS,GX 470,2013,Jeep,Yes,Petrol,4.6,154115 km,8,Automatic,4x4,04-May,Left wheel,Black,0
45680615,1254,462,TOYOTA,Prius,2019,Sedan,Yes,Hybrid,1.8,7518 km,4,Automatic,4x4,04-May,Left wheel,White,12
45692357,23521,642,MAZDA,CX-5,2012,Jeep,No,Petrol,2,105760 km,4,Tiptronic,4x4,04-May,Left wheel,Grey,12
45619081,470,605,TOYOTA,Camry,2020,Sedan,Yes,Hybrid,2.5,3541 km,4,Automatic,Front,04-May,Left wheel,Black,12
45780576,251,1750,TOYOTA,Highlander,2008,Jeep,Yes,Hybrid,3.3,318467 km,6,Automatic,4x4,04-May,Left wheel,Blue,12
45799143,8467,-,BMW,528,1999,Sedan,Yes,LPG,2.8,220000 km,6,Tiptronic,Rear,04-May,Left wheel,Black,6
45797713,6272,-,VOLKSWAGEN,Passat,2000,Sedan,Yes,Petrol,2.8,250000 km,6,Tiptronic,Front,04-May,Left wheel,Silver,6
45781928,4704,-,BMW,528,1998,Sedan,No,Petrol,2.8,250130 km,6,Tiptronic,Rear,04-May,Left wheel,Blue,5
45755610,282,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,311949 km,6,Automatic,Front,04-May,Left wheel,Silver,12
45800997,7213,-,VOLKSWAGEN,Passat,2003,Sedan,Yes,CNG,2.8,282000 km,6,Manual,Front,04-May,Left wheel,Black,8
45525398,1803,777,FORD,Fusion,2014,Sedan,Yes,Petrol,2.5,83213 km,4,Automatic,Front,04-May,Left wheel,Orange,12
45636204,21953,779,TOYOTA,Camry,2013,Sedan,No,Petrol,2.5,140328 km,4,Automatic,Front,04-May,Left wheel,Grey,0
45810558,5645,-,MERCEDES-BENZ,E 280,1997,Sedan,No,CNG,2.8,0 km,6,Manual,Rear,04-May,Left wheel,Blue,2
45773340,7840,-,VOLKSWAGEN,Passat,2001,Sedan,Yes,Petrol,2.8,204000 km,6,Tiptronic,4x4,04-May,Left wheel,Silver,6
45809854,5331,-,VOLKSWAGEN,Passat,2001,Sedan,Yes,CNG,2.8,350000 km,6,Manual,Front,04-May,Left wheel,Green,6
45537468,18346,862,HYUNDAI,H1,2011,Minivan,Yes,Diesel,2.5,76519 km,4,Automatic,Front,04-May,Left wheel,White,4
45769657,25597,769,CHEVROLET,Captiva,2011,Jeep,Yes,Diesel,2.2,88565 km,4,Automatic,Front,04-May,Left wheel,Grey,4
45765422,39458,900,HYUNDAI,Sonata,2015,Sedan,Yes,Petrol,2.4,120000 km,4,Automatic,Front,04-May,Left wheel,Brown,4
45771046,26343,934,TOYOTA,Camry SE,2015,Sedan,Yes,Petrol,2.5,47128 km,4,Automatic,Front,04-May,Left wheel,Black,8
45809841,13799,1296,NISSAN,Rogue,2008,Sedan,Yes,Petrol,2.4,195200 km,4,Automatic,4x4,04-May,Left wheel,Silver,16
45810421,188,259,CHEVROLET,Volt,2014,Hatchback,Yes,Hybrid,1.4,140461 km,4,Automatic,Front,04-May,Left wheel,Red,12
45801041,3293,761,TOYOTA,Prius,2010,Jeep,Yes,Hybrid,1.8,0 km,4,Automatic,Front,04-May,Left wheel,White,12
45801529,10349,777,SUBARU,Outback,2014,Jeep,No,Petrol,2.5,169000 km,4,Tiptronic,4x4,04-May,Left wheel,Grey,10
45815658,30734,2151,LEXUS,GX 470,2009,Jeep,Yes,Petrol,4.7,264339 km,8,Automatic,4x4,04-May,Left wheel,Black,0
45808895,314,707,SUZUKI,SX4,2011,Sedan,Yes,Petrol,2,151357 km,4,Automatic,Front,04-May,Left wheel,White,0
45733732,15649,-,BMW,528,2009,Sedan,Yes,LPG,2.8,240000 km,6,Tiptronic,Rear,04-May,Left wheel,Black,6
45732013,29479,1058,TOYOTA,Highlander,2012,Jeep,Yes,Hybrid,3.5,205250 km,6,Automatic,4x4,04-May,Left wheel,Silver,12
45809721,23104,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,100702 km,4,Automatic,Front,04-May,Left wheel,Silver,4
45794433,4234,-,VOLKSWAGEN,Jetta,2000,Sedan,Yes,Petrol,2.8,0 km,6,Manual,Front,04-May,Left wheel,Black,2
45789900,8781,-,MERCEDES-BENZ,C 280,1997,Sedan,Yes,Petrol,2.8,200000 km,6,Automatic,Rear,04-May,Left wheel,Black,16
45801865,18189,1172,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,248525 km,6,Automatic,4x4,04-May,Left wheel,Black,12
44533321,18240,687,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,100230 km,4,Automatic,Front,04-May,Left wheel,Black,4
45767291,1019,1017,AUDI,A4,2017,Sedan,Yes,Petrol,2,110051 km,4,Automatic,4x4,04-May,Left wheel,Grey,0
45744776,7527,-,BMW,328,1999,Sedan,No,LPG,2.8,25000 km,6,Manual,Rear,04-May,Left wheel,Black,6
45730391,2117,1327,NISSAN,Pathfinder,2011,Jeep,Yes,Petrol,4,215003 km,6,Automatic,Rear,04-May,Left wheel,Grey,12
45799067,4600,-,BMW,528,1996,Sedan,Yes,Petrol,2.8,0 km,6,Manual,Rear,04-May,Left wheel,Silver,4
45812595,7213,-,MERCEDES-BENZ,C 280,1999,Universal,No,Petrol,2.8,248592 km,6,Automatic,Rear,04-May,Left wheel,Silver,8
45813033,11099,966,CHEVROLET,Lacetti,2009,Sedan,Yes,Diesel,2,158267 km,4,Automatic,Front,04-May,Left wheel,White,4
45809788,470,1948,GMC,Yukon,2011,Jeep,Yes,Hybrid,6,259910 km,8,Automatic,Front,04-May,Left wheel,Black,12
45768799,392,761,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,1.8,267165 km,4,Automatic,Front,04-May,Left wheel,White,12
34417507,706,1850,MERCEDES-BENZ,E 350,2008,Sedan,Yes,Diesel,3.5,122874 km,6,Automatic,Rear,04-May,Left wheel,Black,12
45688159,21639,642,KIA,Optima SXL,2012,Sedan,Yes,Petrol,2.0 Turbo,126400 km,6,Tiptronic,Front,04-May,Left wheel,White,6
45659046,39085,730,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,1.6,79286 km,4,Automatic,Front,04-May,Left wheel,Blue,4
45793481,24085,503,TOYOTA,Aqua,2012,Hatchback,Yes,Petrol,1.5,42796 km,4,Automatic,Front,04-May,Left wheel,Red,4
45813195,8674,364,CHEVROLET,Spark,2012,Hatchback,Yes,Petrol,1,50261 km,4,Automatic,Front,04-May,Left wheel,White,4
45793589,10976,893,OPEL,Astra,2008,Hatchback,Yes,Petrol,1.6,200000 km,4,Tiptronic,Front,04-May,Left wheel,Black,6
45765015,7000,-,MERCEDES-BENZ,E 280,1994,Sedan,Yes,Petrol,2.8,271000 km,6,Manual,Rear,04-May,Left wheel,Black,1
45647790,19444,781,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,104000 km,8,Tiptronic,Front,04-May,Left wheel,White,6
45814814,314,1077,TOYOTA,CHR,2019,Jeep,Yes,Petrol,2,47253 km,4,Automatic,Front,04-May,Left wheel,Black,12
45786898,251,607,TOYOTA,Camry,2019,Sedan,Yes,Hybrid,2.5,39552 km,4,Automatic,Front,04-May,Left wheel,Black,12
45653700,16308,1080,DODGE,Caravan tradesman,2014,Minivan,No,Petrol,3.6,130000 km,6,Tiptronic,Front,04-May,Left wheel,White,6
45731746,21012,-,BMW,328,2009,Coupe,Yes,Petrol,2.8,130000 km,6,Tiptronic,Rear,02-Mar,Left wheel,White,6
45806592,3,-,BMW,525,1995,Sedan,No,Petrol,2.8,2147483647 km,6,Manual,Rear,04-May,Left wheel,Black,3
45773316,10976,-,MERCEDES-BENZ,E 280,1999,Sedan,Yes,CNG,2.8,111111 km,6,Automatic,Rear,04-May,Left wheel,Silver,6
45733492,59087,971,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2.2,71867 km,4,Automatic,Front,04-May,Left wheel,Brown,4
45774608,1333,761,TOYOTA,Corolla,2010,Sedan,Yes,Petrol,1.8,116992 km,4,Automatic,Front,04-May,Left wheel,Silver,12
